,Date,Nifty Value,PE Ratio,10_years_%_Change,monthly_%_Change,Residual_Corpus_monthly,Monthly_Netflow,Cummulative_Inflow,Residual_Corpus_10_years
0,2000-07-31,1332.85,17.2324,,,,,,
1,2000-08-31,1394.1,18.5937,,0.04595415838241368,10409541.583824137,509541.5838241368,509541.5838241368,
2,2000-09-29,1271.65,16.9605,,-0.08783444516175298,9445225.27442075,-864316.3094033885,-354774.7255792517,
3,2000-10-31,1172.75,15.5767,,-0.07777297212283263,8660642.03245935,-684583.2419613991,-1039357.9675406509,
4,2000-11-30,1268.15,17.6839,,0.08134726071200182,9315161.537807142,754519.5053477922,-284838.4621928587,
5,2000-12-29,1263.55,17.6198,,-0.003627331151677793,9231372.362178143,16210.824371001341,-268627.63782185735,
6,2001-01-31,1371.7,18.9052,,0.08559218076055575,9971505.654069694,840133.2918915502,571505.6540696928,
7,2001-02-28,1351.4,18.6255,,-0.014799154334038,9773935.802952385,-97569.85111730994,473935.8029523829,
8,2001-03-30,1148.2,16.4935,,-0.15036258694687,8254301.530967831,-1419634.2719845534,-945698.4690321705,
9,2001-04-30,1125.25,15.3059,,-0.019987807002264435,8039316.14502835,-114985.38593948085,-1060683.8549716515,
10,2001-05-31,1167.9,15.8861,,0.037902688291490794,8294027.838950109,354711.69392175897,-705972.1610498924,
11,2001-06-29,1107.9,15.0699,,-0.051374261494991025,7817928.28390515,-376099.5550449582,-1082071.7160948506,
12,2001-07-31,1072.85,14.5501,,-0.03163642928062116,7520596.948630417,-197331.33527473322,-1279403.0513695837,
13,2001-08-31,1053.75,14.2911,,-0.01780304795637777,7336707.400493361,-83889.54813705565,-1363292.5995066394,
14,2001-09-28,913.85,12.3938,,-0.13276393831553968,6312657.231735097,-924050.168758264,-2287342.7682649037,
15,2001-10-31,971.9,13.3589,,0.06352245992230676,6663652.74774125,450995.51600615267,-1836347.252258751,
16,2001-11-29,1067.15,14.6682,,0.09800390986727048,7266716.771017673,703064.0232764228,-1133283.2289823284,
