,Date,Nifty Value,PE Ratio,10_years_%_Change,monthly_%_Change,Inflow_Rate,Residual_Corpus_monthly,Monthly_Netflow,Cummulative_Inflow,Residual_Corpus_10_years
188,2016-03-31,7738.4,20.5684,1.2742942792905319,0.10753465339449408,6.0,41323093.10777026,4067067.2886543963,44023093.10777025,16742942.792905318
189,2016-04-29,7849.8,19.4514,1.2064875196761862,0.014395740721596217,6.0,41867969.6419641,644876.5341938402,44667969.64196409,16064875.196761861
190,2016-05-31,8160.1,20.2354,1.65710424773286,0.03952966954572101,6.0,43472996.64646122,1705027.0044971202,46372996.64646121,20571042.4773286
191,2016-06-30,8287.75,20.6849,1.649367048142702,0.015643190647173455,6.0,44103053.02100574,730056.374544525,47103053.021005735,20493670.48142702
192,2016-07-29,8638.5,21.5603,1.7483138203105115,0.04232149859732748,6.0,45919560.317572095,1916507.2965663539,49019560.31757209,21483138.203105114
193,2016-08-31,8786.2,21.9577,1.573654764345763,0.017097875788620875,6.0,46654687.25615003,835126.9385779318,49854687.25615002,19736547.64345763
194,2016-09-30,8611.15,22.0019,1.3997185375097536,-0.01992328879379035,6.0,45675172.448361784,-879514.8077882474,48975172.44836178,17997185.375097536
195,2016-10-30,8625.7,22.039,1.3038113298255927,0.0016896697885881995,6.0,45702348.40733634,127175.95897455301,49102348.40733633,17038113.298255928
196,2016-11-30,8224.5,21.0207,1.0797825262359337,-0.046512167128465065,6.0,43526633.14005097,-2075715.267285367,47026633.14005096,14797825.262359338
197,2016-12-30,8185.8,20.9218,1.0637858007260994,-0.004705453219040701,6.0,43271820.60402811,-154812.53602285648,46871820.604028106,14637858.007260995
198,2017-01-31,8561.3,21.4793,1.0969701423077862,0.0458721200127048,6.0,45206790.751944326,2034970.14791621,48906790.75194432,14969701.423077863
199,2017-02-28,8879.6,22.2696,1.3708648172376043,0.03717893310595377,6.0,46837531.001245715,1730740.2493013877,50637531.00124571,17708648.172376044
200,2017-03-31,9173.75,21.714,1.4005311980740798,0.03312649218433261,6.0,48339094.10589192,1601563.1046462026,52239094.10589191,18005311.9807408
201,2017-04-28,9304.05,22.0217,1.2759974559064555,0.014203569968660457,6.0,48975681.81124662,736587.7053546981,52975681.81124661,16759974.559064556
202,2017-05-31,9621.25,22.6251,1.2396876018436611,0.03409268006943211,6.0,50595394.06241976,1719712.2511731365,54695394.06241975,16396876.01843661
203,2017-06-30,9520.9,22.3883,1.2047796586619732,-0.010430037677017112,6.0,50017682.196065195,-477711.86635456595,54217682.19606519,16047796.586619733
204,2017-07-31,10077.1,23.6962,1.2250902547004205,0.058418846957745574,6.0,52889657.51745828,2971975.321393088,57189657.517458275,16250902.547004206
205,2017-08-31,9917.9,23.3218,1.2217517921146954,-0.01579819590953757,6.0,52004096.34640913,-785561.1710491525,56404096.34640912,16217517.921146953
206,2017-09-29,9788.6,22.7346,0.9493960787437641,-0.013037034049546703,6.0,51276117.171625085,-627979.1747840431,55776117.17162508,13493960.78743764
