,,,,
Date,Nifty Value,,Date,PE Ratio
12-07-2005,2220.8,,12-07-2005,13.5157
13-07-2005,2204.05,,13-07-2005,13.4137
14-07-2005,2185.1,,14-07-2005,13.2984
15-07-2005,2212.55,,15-07-2005,13.4655
18-07-2005,2234,,18-07-2005,13.596
19-07-2005,2237.3,,19-07-2005,13.6161
20-07-2005,2241.9,,20-07-2005,13.6441
21-07-2005,2230.5,,21-07-2005,13.5747
22-07-2005,2265.6,,22-07-2005,13.7883
25-07-2005,2291.75,,25-07-2005,13.9475
26-07-2005,2303.15,,26-07-2005,14.0168
27-07-2005,2319.1,,27-07-2005,14.1139
29-07-2005,2312.3,,29-07-2005,14.0725
01-08-2005,2318.05,,01-08-2005,14.1075
02-08-2005,2353.65,,02-08-2005,14.3242
03-08-2005,2357,,03-08-2005,14.3446
04-08-2005,2367.8,,04-08-2005,14.4103
05-08-2005,2361.2,,05-08-2005,14.3701
08-08-2005,2324.4,,08-08-2005,14.1526
09-08-2005,2318.7,,09-08-2005,14.1179
10-08-2005,2360.15,,10-08-2005,14.3703
11-08-2005,2380.9,,11-08-2005,14.4966
12-08-2005,2361.55,,12-08-2005,14.3788
16-08-2005,2369.8,,16-08-2005,14.429
17-08-2005,2403.15,,17-08-2005,14.6321
18-08-2005,2388.45,,18-08-2005,14.5426
19-08-2005,2383.45,,19-08-2005,14.5121
22-08-2005,2367.85,,22-08-2005,14.4171
23-08-2005,2326.1,,23-08-2005,14.1629
24-08-2005,2322.5,,24-08-2005,14.141
25-08-2005,2354.55,,25-08-2005,14.3362
26-08-2005,2357.05,,26-08-2005,14.3514
29-08-2005,2337.65,,29-08-2005,14.2333
30-08-2005,2367.75,,30-08-2005,14.4165
31-08-2005,2384.65,,31-08-2005,14.5194
01-09-2005,2405.75,,01-09-2005,14.6479
02-09-2005,2415.8,,02-09-2005,14.7091
05-09-2005,2422.95,,05-09-2005,14.7526
06-09-2005,2428.65,,06-09-2005,14.7873
08-09-2005,2454.45,,08-09-2005,14.9444
09-09-2005,2455.45,,09-09-2005,14.9505
12-09-2005,2484.15,,12-09-2005,15.1253
13-09-2005,2500.35,,13-09-2005,15.2239
14-09-2005,2492.45,,14-09-2005,15.1758
15-09-2005,2523.95,,15-09-2005,15.3676
16-09-2005,2552.35,,16-09-2005,15.5405
19-09-2005,2567.1,,19-09-2005,15.6303
20-09-2005,2578,,20-09-2005,15.6967
21-09-2005,2567.3,,21-09-2005,15.6315
22-09-2005,2476.5,,22-09-2005,15.0787
23-09-2005,2477.75,,23-09-2005,15.0863
26-09-2005,2557.35,,26-09-2005,15.5811
27-09-2005,2574.85,,27-09-2005,15.6877
28-09-2005,2598.05,,28-09-2005,15.829
29-09-2005,2611.2,,29-09-2005,15.9092
30-09-2005,2601.4,,30-09-2005,15.4978
03-10-2005,2630.05,,03-10-2005,15.6685
04-10-2005,2663.35,,04-10-2005,15.8668
05-10-2005,2644.4,,05-10-2005,15.754
06-10-2005,2579.15,,06-10-2005,15.3652
07-10-2005,2574.05,,07-10-2005,15.3348
10-10-2005,2566.85,,10-10-2005,15.2919
11-10-2005,2589.55,,11-10-2005,15.4272
13-10-2005,2537.3,,13-10-2005,15.1159
14-10-2005,2484.4,,14-10-2005,14.8008
17-10-2005,2485.15,,17-10-2005,14.8052
18-10-2005,2468.2,,18-10-2005,14.7042
19-10-2005,2412.45,,19-10-2005,14.3721
20-10-2005,2395.45,,20-10-2005,14.2708
21-10-2005,2443.75,,21-10-2005,14.5586
24-10-2005,2394.85,,24-10-2005,14.2673
25-10-2005,2418.2,,25-10-2005,14.4064
26-10-2005,2408.5,,26-10-2005,14.3486
27-10-2005,2352.9,,27-10-2005,14.0173
28-10-2005,2316.05,,28-10-2005,13.7978
31-10-2005,2370.95,,31-10-2005,14.1249
01-11-2005,2386.75,,01-11-2005,14.219
02-11-2005,2419.05,,02-11-2005,14.4114
07-11-2005,2461.6,,07-11-2005,14.6649
08-11-2005,2492.65,,08-11-2005,14.8584
09-11-2005,2489.1,,09-11-2005,14.8373
10-11-2005,2500.7,,10-11-2005,14.9064
11-11-2005,2548.65,,11-11-2005,15.1922
14-11-2005,2558.7,,14-11-2005,15.2522
16-11-2005,2582.75,,16-11-2005,15.3955
17-11-2005,2603.95,,17-11-2005,15.5219
18-11-2005,2620.05,,18-11-2005,15.6179
21-11-2005,2602.5,,21-11-2005,15.4968
22-11-2005,2572.85,,22-11-2005,15.3203
23-11-2005,2608.6,,23-11-2005,15.5332
24-11-2005,2635,,24-11-2005,15.6904
25-11-2005,2664.3,,25-11-2005,15.8648
26-11-2005,2683.45,,26-11-2005,15.9789
28-11-2005,2712,,28-11-2005,16.1489
29-11-2005,2698.3,,29-11-2005,16.0673
30-11-2005,2652.25,,30-11-2005,15.7931
01-12-2005,2698.95,,01-12-2005,16.0712
02-12-2005,2697.95,,02-12-2005,16.0652
05-12-2005,2660.5,,05-12-2005,15.8422
06-12-2005,2662.3,,06-12-2005,15.8529
07-12-2005,2693,,07-12-2005,16.0357
08-12-2005,2706.7,,08-12-2005,16.1173
09-12-2005,2756.45,,09-12-2005,16.4135
12-12-2005,2776.2,,12-12-2005,16.5311
13-12-2005,2812.3,,13-12-2005,16.7461
14-12-2005,2804.55,,14-12-2005,16.7
15-12-2005,2778.55,,15-12-2005,16.5451
16-12-2005,2810.15,,16-12-2005,16.7333
19-12-2005,2842.6,,19-12-2005,16.928
20-12-2005,2826.2,,20-12-2005,16.8304
21-12-2005,2822.9,,21-12-2005,16.8107
22-12-2005,2835.25,,22-12-2005,16.8843
23-12-2005,2804.85,,23-12-2005,16.7032
26-12-2005,2749.6,,26-12-2005,16.3742
27-12-2005,2805.9,,27-12-2005,16.7095
28-12-2005,2794.05,,28-12-2005,16.6389
29-12-2005,2821.95,,29-12-2005,16.8051
30-12-2005,2836.55,,30-12-2005,16.892
02-01-2006,2835.95,,02-01-2006,17.0122
03-01-2006,2883.35,,03-01-2006,17.2946
04-01-2006,2904.4,,04-01-2006,17.4203
05-01-2006,2899.85,,05-01-2006,17.3922
06-01-2006,2914,,06-01-2006,17.4774
09-01-2006,2910.1,,09-01-2006,17.4548
10-01-2006,2870.8,,10-01-2006,17.2206
12-01-2006,2850.7,,12-01-2006,17.1004
13-01-2006,2850.55,,13-01-2006,17.0988
16-01-2006,2833.1,,16-01-2006,16.9973
17-01-2006,2829.1,,17-01-2006,16.9555
18-01-2006,2809.2,,18-01-2006,16.4858
19-01-2006,2870.85,,19-01-2006,16.8483
20-01-2006,2900.95,,20-01-2006,17.0267
23-01-2006,2884.05,,23-01-2006,16.9274
24-01-2006,2908,,24-01-2006,17.0678
25-01-2006,2940.35,,25-01-2006,17.2582
27-01-2006,2982.75,,27-01-2006,17.5062
30-01-2006,2974.5,,30-01-2006,17.455
31-01-2006,3001.1,,31-01-2006,17.6126
01-02-2006,2971.55,,01-02-2006,17.4376
02-02-2006,2967.45,,02-02-2006,17.4095
03-02-2006,2940.6,,03-02-2006,17.2531
06-02-2006,3000.45,,06-02-2006,17.6048
07-02-2006,3020.1,,07-02-2006,17.7194
08-02-2006,3008.95,,08-02-2006,17.6534
10-02-2006,3027.55,,10-02-2006,17.7656
13-02-2006,3041.15,,13-02-2006,17.8461
14-02-2006,3017.55,,14-02-2006,17.7089
15-02-2006,3022.2,,15-02-2006,17.736
16-02-2006,3021.6,,16-02-2006,17.7309
17-02-2006,2981.5,,17-02-2006,17.4949
20-02-2006,3005.85,,20-02-2006,17.6359
21-02-2006,3035.5,,21-02-2006,17.8116
22-02-2006,3050.8,,22-02-2006,17.9021
23-02-2006,3062.1,,23-02-2006,17.9687
24-02-2006,3050.05,,24-02-2006,17.8976
27-02-2006,3067.45,,27-02-2006,17.9994
28-02-2006,3074.7,,28-02-2006,18.0356
01-03-2006,3123.1,,01-03-2006,18.3083
02-03-2006,3150.7,,02-03-2006,18.474
03-03-2006,3147.35,,03-03-2006,18.4519
06-03-2006,3190.4,,06-03-2006,18.7063
07-03-2006,3182.8,,07-03-2006,18.6503
08-03-2006,3116.7,,08-03-2006,18.2634
09-03-2006,3129.1,,09-03-2006,18.3284
10-03-2006,3183.9,,10-03-2006,18.6501
13-03-2006,3202.65,,13-03-2006,18.7609
14-03-2006,3195.35,,14-03-2006,18.7177
16-03-2006,3226.6,,16-03-2006,18.902
17-03-2006,3234.05,,17-03-2006,18.9468
20-03-2006,3265.65,,20-03-2006,19.1323
21-03-2006,3262.3,,21-03-2006,19.1147
22-03-2006,3240.15,,22-03-2006,18.9865
23-03-2006,3247.15,,23-03-2006,19.0238
24-03-2006,3279.8,,24-03-2006,19.2163
27-03-2006,3321.65,,27-03-2006,19.4586
28-03-2006,3325,,28-03-2006,19.4799
29-03-2006,3354.2,,29-03-2006,19.6526
30-03-2006,3418.95,,30-03-2006,20.0347
31-03-2006,3402.55,,31-03-2006,18.9885
03-04-2006,3473.3,,03-04-2006,19.3837
04-04-2006,3483.15,,04-04-2006,19.4395
05-04-2006,3510.9,,05-04-2006,19.586
07-04-2006,3454.8,,07-04-2006,19.2594
10-04-2006,3478.45,,10-04-2006,19.3854
12-04-2006,3380,,12-04-2006,18.8326
13-04-2006,3345.5,,13-04-2006,18.6412
17-04-2006,3425.15,,17-04-2006,19.081
18-04-2006,3518.1,,18-04-2006,19.605
19-04-2006,3535.85,,19-04-2006,19.6977
20-04-2006,3573.5,,20-04-2006,19.9107
21-04-2006,3573.05,,21-04-2006,19.9084
24-04-2006,3548.9,,24-04-2006,19.7732
25-04-2006,3462.65,,25-04-2006,19.2952
26-04-2006,3555.75,,26-04-2006,19.8098
27-04-2006,3508.1,,27-04-2006,19.549
28-04-2006,3508.35,,28-04-2006,19.5462
29-04-2006,3557.6,,29-04-2006,19.81
02-05-2006,3605.45,,02-05-2006,20.0846
03-05-2006,3634.25,,03-05-2006,20.2481
04-05-2006,3648.4,,04-05-2006,20.33
05-05-2006,3663.95,,05-05-2006,20.4148
08-05-2006,3693.15,,08-05-2006,20.5749
09-05-2006,3720.55,,09-05-2006,20.7302
10-05-2006,3754.25,,10-05-2006,20.9257
11-05-2006,3701.05,,11-05-2006,20.6288
12-05-2006,3650.05,,12-05-2006,20.3567
15-05-2006,3502.95,,15-05-2006,19.5359
16-05-2006,3523.3,,16-05-2006,19.6413
17-05-2006,3635.1,,17-05-2006,20.2699
18-05-2006,3388.9,,18-05-2006,18.9077
19-05-2006,3246.9,,19-05-2006,18.1188
22-05-2006,3081.35,,22-05-2006,17.1919
23-05-2006,3199.35,,23-05-2006,17.8506
24-05-2006,3115.55,,24-05-2006,17.375
25-05-2006,3177.7,,25-05-2006,17.7198
26-05-2006,3209.6,,26-05-2006,17.898
29-05-2006,3214.9,,29-05-2006,17.9277
30-05-2006,3185.3,,30-05-2006,17.7654
31-05-2006,3071.05,,31-05-2006,17.1258
01-06-2006,2962.25,,01-06-2006,16.518
02-06-2006,3091.35,,02-06-2006,17.2349
05-06-2006,3016.65,,05-06-2006,16.8239
06-06-2006,2937.3,,06-06-2006,16.3806
07-06-2006,2860.45,,07-06-2006,15.9517
08-06-2006,2724.35,,08-06-2006,15.1871
09-06-2006,2866.3,,09-06-2006,15.9744
12-06-2006,2776.85,,12-06-2006,15.4794
13-06-2006,2663.3,,13-06-2006,14.8423
14-06-2006,2632.8,,14-06-2006,14.6726
15-06-2006,2798.8,,15-06-2006,15.5983
16-06-2006,2890.35,,16-06-2006,16.115
19-06-2006,2916.9,,19-06-2006,16.2567
20-06-2006,2861.3,,20-06-2006,15.9451
21-06-2006,2923.45,,21-06-2006,16.293
22-06-2006,2994.75,,22-06-2006,16.7226
23-06-2006,3042.7,,23-06-2006,16.9915
25-06-2006,3050.3,,25-06-2006,17.0353
26-06-2006,2943.2,,26-06-2006,16.4391
27-06-2006,2982.45,,27-06-2006,17.1408
28-06-2006,2981.1,,28-06-2006,17.1349
29-06-2006,2997.9,,29-06-2006,17.2338
30-06-2006,3128.2,,30-06-2006,17.0439
03-07-2006,3150.95,,03-07-2006,17.1564
04-07-2006,3138.65,,04-07-2006,17.0869
05-07-2006,3197.1,,05-07-2006,17.4036
06-07-2006,3156.4,,06-07-2006,17.1793
07-07-2006,3075.85,,07-07-2006,16.741
10-07-2006,3142,,10-07-2006,17.101
11-07-2006,3116.15,,11-07-2006,16.9571
12-07-2006,3195.9,,12-07-2006,17.392
13-07-2006,3169.3,,13-07-2006,17.2452
14-07-2006,3123.35,,14-07-2006,16.9932
17-07-2006,3007.55,,17-07-2006,16.3595
18-07-2006,2993.65,,18-07-2006,16.2841
19-07-2006,2932.75,,19-07-2006,15.9569
20-07-2006,3023.05,,20-07-2006,16.4464
21-07-2006,2945,,21-07-2006,16.0224
24-07-2006,2985.85,,24-07-2006,16.2469
25-07-2006,3040.5,,25-07-2006,16.5408
26-07-2006,3110.15,,26-07-2006,16.9218
27-07-2006,3156.15,,27-07-2006,17.1741
28-07-2006,3130.8,,28-07-2006,17.0311
31-07-2006,3143.2,,31-07-2006,17.1004
01-08-2006,3147.8,,01-08-2006,17.1234
02-08-2006,3182.1,,02-08-2006,17.309
03-08-2006,3190,,03-08-2006,17.3539
04-08-2006,3176.75,,04-08-2006,17.281
07-08-2006,3151.1,,07-08-2006,17.1422
08-08-2006,3212.4,,08-08-2006,17.4764
09-08-2006,3254.6,,09-08-2006,17.7078
10-08-2006,3260.1,,10-08-2006,17.7363
11-08-2006,3274.35,,11-08-2006,17.8136
14-08-2006,3313.1,,14-08-2006,18.0251
16-08-2006,3356.05,,16-08-2006,18.2616
17-08-2006,3353.9,,17-08-2006,18.249
18-08-2006,3356.75,,18-08-2006,18.2618
21-08-2006,3366,,21-08-2006,18.3105
22-08-2006,3364.6,,22-08-2006,18.304
23-08-2006,3335.8,,23-08-2006,18.1485
24-08-2006,3370.4,,24-08-2006,18.3349
25-08-2006,3385.95,,25-08-2006,18.4211
28-08-2006,3401.1,,28-08-2006,18.5054
29-08-2006,3425.7,,29-08-2006,18.641
30-08-2006,3430.35,,30-08-2006,18.6644
31-08-2006,3413.9,,31-08-2006,18.5767
01-09-2006,3435.45,,01-09-2006,18.6787
04-09-2006,3476.85,,04-09-2006,18.9089
05-09-2006,3473.75,,05-09-2006,18.8813
06-09-2006,3477.25,,06-09-2006,18.9054
07-09-2006,3454.55,,07-09-2006,18.7759
08-09-2006,3471.45,,08-09-2006,18.8511
11-09-2006,3366.15,,11-09-2006,18.2701
12-09-2006,3389.9,,12-09-2006,18.3839
13-09-2006,3454.55,,13-09-2006,18.7456
14-09-2006,3471.6,,14-09-2006,18.84
15-09-2006,3478.6,,15-09-2006,18.887
18-09-2006,3492.75,,18-09-2006,18.9541
19-09-2006,3457.35,,19-09-2006,18.7515
20-09-2006,3502.8,,20-09-2006,18.9852
21-09-2006,3553.05,,21-09-2006,19.2652
22-09-2006,3544.05,,22-09-2006,19.2079
25-09-2006,3523.45,,25-09-2006,19.1028
26-09-2006,3571.75,,26-09-2006,19.366
27-09-2006,3579.3,,27-09-2006,19.4065
28-09-2006,3571.75,,28-09-2006,19.374
29-09-2006,3588.4,,29-09-2006,19.4549
03-10-2006,3569.6,,03-10-2006,17.8271
04-10-2006,3515.35,,04-10-2006,17.5614
05-10-2006,3564.9,,05-10-2006,17.7976
06-10-2006,3569.7,,06-10-2006,17.8137
09-10-2006,3567.15,,09-10-2006,17.8138
10-10-2006,3571.05,,10-10-2006,17.8409
11-10-2006,3558.55,,11-10-2006,17.791
12-10-2006,3621.05,,12-10-2006,18.0965
13-10-2006,3676.05,,13-10-2006,18.3372
16-10-2006,3723.95,,16-10-2006,18.577
17-10-2006,3715,,17-10-2006,18.5299
18-10-2006,3710.65,,18-10-2006,18.4948
19-10-2006,3677.8,,19-10-2006,18.3455
20-10-2006,3676.85,,20-10-2006,18.3369
21-10-2006,3683.5,,21-10-2006,18.3749
23-10-2006,3657.3,,23-10-2006,18.2348
26-10-2006,3677.55,,26-10-2006,18.344
27-10-2006,3739.35,,27-10-2006,18.6295
30-10-2006,3769.1,,30-10-2006,18.7658
31-10-2006,3744.1,,31-10-2006,18.6672
01-11-2006,3767.05,,01-11-2006,18.7641
02-11-2006,3791.2,,02-11-2006,18.8818
03-11-2006,3805.35,,03-11-2006,18.9578
06-11-2006,3809.25,,06-11-2006,18.9837
07-11-2006,3798.75,,07-11-2006,18.9348
08-11-2006,3777.3,,08-11-2006,18.8382
09-11-2006,3796.4,,09-11-2006,18.9183
10-11-2006,3834.75,,10-11-2006,19.1121
13-11-2006,3858.75,,13-11-2006,19.2096
14-11-2006,3865.9,,14-11-2006,19.2555
15-11-2006,3876.3,,15-11-2006,19.3064
16-11-2006,3876.85,,16-11-2006,19.319
17-11-2006,3852.8,,17-11-2006,19.1873
20-11-2006,3856.15,,20-11-2006,19.1857
21-11-2006,3918.25,,21-11-2006,19.4908
22-11-2006,3954.75,,22-11-2006,19.6535
23-11-2006,3945.45,,23-11-2006,19.614
24-11-2006,3950.85,,24-11-2006,19.6468
27-11-2006,3968.9,,27-11-2006,19.7251
28-11-2006,3921.75,,28-11-2006,19.5086
29-11-2006,3928.2,,29-11-2006,19.5312
30-11-2006,3954.5,,30-11-2006,19.6565
01-12-2006,3997.6,,01-12-2006,19.8513
04-12-2006,4001,,04-12-2006,19.8644
05-12-2006,4015.75,,05-12-2006,19.911
06-12-2006,4015.95,,06-12-2006,19.9021
07-12-2006,4015.35,,07-12-2006,19.912
08-12-2006,3962,,08-12-2006,19.6526
11-12-2006,3849.5,,11-12-2006,19.1061
12-12-2006,3716.9,,12-12-2006,18.4017
13-12-2006,3765.2,,13-12-2006,18.5891
14-12-2006,3843.05,,14-12-2006,18.9602
15-12-2006,3888.65,,15-12-2006,19.1571
18-12-2006,3928.75,,18-12-2006,19.3592
19-12-2006,3832,,19-12-2006,18.8951
20-12-2006,3815.55,,20-12-2006,18.8181
21-12-2006,3833.5,,21-12-2006,18.8816
22-12-2006,3871.15,,22-12-2006,19.0617
26-12-2006,3940.5,,26-12-2006,19.4236
27-12-2006,3974.25,,27-12-2006,19.5823
28-12-2006,3970.55,,28-12-2006,19.5585
29-12-2006,3966.4,,29-12-2006,19.5484
02-01-2007,4007.4,,02-01-2007,17.709
03-01-2007,4024.05,,03-01-2007,17.7841
04-01-2007,3988.8,,04-01-2007,17.6351
05-01-2007,3983.4,,05-01-2007,17.6448
08-01-2007,3933.4,,08-01-2007,17.4333
09-01-2007,3911.4,,09-01-2007,17.3562
10-01-2007,3850.3,,10-01-2007,17.1026
11-01-2007,3942.25,,11-01-2007,17.4907
12-01-2007,4052.45,,12-01-2007,17.9911
15-01-2007,4078.4,,15-01-2007,18.1182
16-01-2007,4080.5,,16-01-2007,18.1202
17-01-2007,4076.45,,17-01-2007,18.09
18-01-2007,4109.05,,18-01-2007,18.2531
19-01-2007,4090.15,,19-01-2007,18.1452
22-01-2007,4102.45,,22-01-2007,18.1982
23-01-2007,4066.1,,23-01-2007,18.044
24-01-2007,4089.9,,24-01-2007,18.1577
25-01-2007,4147.7,,25-01-2007,18.4072
29-01-2007,4124.45,,29-01-2007,18.2801
31-01-2007,4082.7,,31-01-2007,18.0752
01-02-2007,4137.2,,01-02-2007,18.3032
02-02-2007,4183.5,,02-02-2007,18.4873
05-02-2007,4215.35,,05-02-2007,18.589
06-02-2007,4195.9,,06-02-2007,18.5477
07-02-2007,4224.25,,07-02-2007,18.6863
08-02-2007,4223.4,,08-02-2007,18.6759
09-02-2007,4187.4,,09-02-2007,18.533
12-02-2007,4058.3,,12-02-2007,17.9742
13-02-2007,4044.55,,13-02-2007,17.9369
14-02-2007,4047.1,,14-02-2007,17.9296
15-02-2007,4146.2,,15-02-2007,18.3609
19-02-2007,4164.55,,19-02-2007,18.4532
20-02-2007,4106.95,,20-02-2007,18.2066
21-02-2007,4096.2,,21-02-2007,18.166
22-02-2007,4040,,22-02-2007,17.8992
23-02-2007,3938.95,,23-02-2007,17.4616
26-02-2007,3942,,26-02-2007,17.4887
27-02-2007,3893.9,,27-02-2007,17.2646
28-02-2007,3745.3,,28-02-2007,16.612
01-03-2007,3811.2,,01-03-2007,16.8766
02-03-2007,3726.75,,02-03-2007,16.5112
05-03-2007,3576.5,,05-03-2007,15.8442
06-03-2007,3655.65,,06-03-2007,16.2084
07-03-2007,3626.85,,07-03-2007,16.0555
08-03-2007,3761.65,,08-03-2007,16.6361
09-03-2007,3718,,09-03-2007,16.456
12-03-2007,3734.6,,12-03-2007,16.5445
13-03-2007,3770.55,,13-03-2007,16.7106
14-03-2007,3641.1,,14-03-2007,16.1448
15-03-2007,3643.6,,15-03-2007,16.1709
16-03-2007,3608.55,,16-03-2007,16.0343
19-03-2007,3678.9,,19-03-2007,16.3234
20-03-2007,3697.6,,20-03-2007,16.4058
21-03-2007,3764.55,,21-03-2007,16.6983
22-03-2007,3875.9,,22-03-2007,17.183
23-03-2007,3861.05,,23-03-2007,17.1165
26-03-2007,3819.95,,26-03-2007,16.9256
28-03-2007,3761.1,,28-03-2007,16.6644
29-03-2007,3798.1,,29-03-2007,16.8381
30-03-2007,3821.55,,30-03-2007,16.9475
02-04-2007,3633.6,,02-04-2007,16.0856
03-04-2007,3690.65,,03-04-2007,16.3381
04-04-2007,3733.25,,04-04-2007,16.1318
05-04-2007,3752,,05-04-2007,16.2158
09-04-2007,3843.5,,09-04-2007,16.6213
10-04-2007,3848.15,,10-04-2007,16.6422
11-04-2007,3862.65,,11-04-2007,16.6987
12-04-2007,3829.85,,12-04-2007,16.5566
13-04-2007,3917.35,,13-04-2007,16.9406
16-04-2007,4013.35,,16-04-2007,17.3605
17-04-2007,3984.95,,17-04-2007,17.2299
18-04-2007,4011.6,,18-04-2007,17.3462
19-04-2007,3997.65,,19-04-2007,17.2845
20-04-2007,4083.55,,20-04-2007,17.6585
23-04-2007,4085.1,,23-04-2007,17.6638
24-04-2007,4141.8,,24-04-2007,17.9071
25-04-2007,4167.3,,25-04-2007,18.0139
26-04-2007,4177.85,,26-04-2007,18.0555
27-04-2007,4083.5,,27-04-2007,17.6435
30-04-2007,4087.9,,30-04-2007,17.6634
03-05-2007,4150.85,,03-05-2007,17.9398
04-05-2007,4117.35,,04-05-2007,17.7929
07-05-2007,4111.15,,07-05-2007,17.767
08-05-2007,4077,,08-05-2007,17.6218
09-05-2007,4079.3,,09-05-2007,17.6313
10-05-2007,4066.8,,10-05-2007,17.5739
11-05-2007,4076.65,,11-05-2007,17.576
14-05-2007,4134.3,,14-05-2007,17.8082
15-05-2007,4120.3,,15-05-2007,17.7287
16-05-2007,4170.95,,16-05-2007,17.951
17-05-2007,4219.55,,17-05-2007,18.1574
18-05-2007,4214.5,,18-05-2007,18.1408
21-05-2007,4260.9,,21-05-2007,18.3335
22-05-2007,4278.1,,22-05-2007,18.4103
23-05-2007,4246.2,,23-05-2007,18.2792
24-05-2007,4204.9,,24-05-2007,18.0926
25-05-2007,4248.15,,25-05-2007,18.2678
28-05-2007,4256.55,,28-05-2007,18.2943
29-05-2007,4293.25,,29-05-2007,18.4505
30-05-2007,4249.65,,30-05-2007,18.2738
31-05-2007,4295.8,,31-05-2007,18.4704
01-06-2007,4297.05,,01-06-2007,18.4797
04-06-2007,4267.05,,04-06-2007,18.3552
05-06-2007,4284.65,,05-06-2007,18.416
06-06-2007,4198.25,,06-06-2007,18.0489
07-06-2007,4179.5,,07-06-2007,17.9681
08-06-2007,4145,,08-06-2007,17.8178
11-06-2007,4145.6,,11-06-2007,17.8273
12-06-2007,4155.2,,12-06-2007,17.8705
13-06-2007,4113.05,,13-06-2007,17.689
14-06-2007,4170,,14-06-2007,17.9332
15-06-2007,4171.45,,15-06-2007,17.9433
18-06-2007,4147.1,,18-06-2007,17.8393
19-06-2007,4214.3,,19-06-2007,18.1244
20-06-2007,4248.65,,20-06-2007,18.2765
21-06-2007,4267.4,,21-06-2007,18.3595
22-06-2007,4252.05,,22-06-2007,18.2926
25-06-2007,4259.4,,25-06-2007,18.3068
26-06-2007,4285.7,,26-06-2007,18.3697
27-06-2007,4263.95,,27-06-2007,18.2981
28-06-2007,4282,,28-06-2007,18.3699
29-06-2007,4318.3,,29-06-2007,18.5293
02-07-2007,4313.75,,02-07-2007,16.8167
03-07-2007,4357.55,,03-07-2007,16.9871
04-07-2007,4359.3,,04-07-2007,16.9985
05-07-2007,4353.95,,05-07-2007,16.9801
06-07-2007,4384.85,,06-07-2007,17.1011
09-07-2007,4419.4,,09-07-2007,17.2936
10-07-2007,4406.05,,10-07-2007,17.2436
11-07-2007,4387.15,,11-07-2007,17.1646
12-07-2007,4446.15,,12-07-2007,17.3892
13-07-2007,4504.55,,13-07-2007,17.623
16-07-2007,4512.15,,16-07-2007,17.6631
17-07-2007,4496.75,,17-07-2007,17.5145
18-07-2007,4499.55,,18-07-2007,17.532
19-07-2007,4562.1,,19-07-2007,17.7662
20-07-2007,4566.05,,20-07-2007,17.7874
23-07-2007,4619.35,,23-07-2007,17.9987
24-07-2007,4620.75,,24-07-2007,18.0172
25-07-2007,4588.7,,25-07-2007,17.8941
26-07-2007,4619.8,,26-07-2007,18.0194
27-07-2007,4445.2,,27-07-2007,17.3352
30-07-2007,4440.05,,30-07-2007,17.3143
31-07-2007,4528.85,,31-07-2007,17.6637
01-08-2007,4345.85,,01-08-2007,16.9485
02-08-2007,4356.35,,02-08-2007,16.9822
03-08-2007,4401.55,,03-08-2007,17.1595
06-08-2007,4339.5,,06-08-2007,16.9135
07-08-2007,4356.35,,07-08-2007,16.9768
08-08-2007,4462.1,,08-08-2007,17.3932
09-08-2007,4403.2,,09-08-2007,17.1679
10-08-2007,4333.35,,10-08-2007,16.8927
13-08-2007,4373.65,,13-08-2007,17.0476
14-08-2007,4370.2,,14-08-2007,17.033
16-08-2007,4178.6,,16-08-2007,16.2888
17-08-2007,4108.05,,17-08-2007,16.0124
20-08-2007,4209.05,,20-08-2007,16.4053
21-08-2007,4074.9,,21-08-2007,15.8821
22-08-2007,4153.15,,22-08-2007,16.1929
23-08-2007,4114.95,,23-08-2007,16.0484
24-08-2007,4190.15,,24-08-2007,16.3366
27-08-2007,4302.6,,27-08-2007,16.7755
28-08-2007,4320.7,,28-08-2007,16.8498
29-08-2007,4359.3,,29-08-2007,17.0037
30-08-2007,4412.3,,30-08-2007,17.2174
31-08-2007,4464,,31-08-2007,17.4099
03-09-2007,4474.75,,03-09-2007,17.428
04-09-2007,4479.25,,04-09-2007,17.4454
05-09-2007,4475.85,,05-09-2007,17.4346
06-09-2007,4518.6,,06-09-2007,17.601
07-09-2007,4509.5,,07-09-2007,17.5688
10-09-2007,4507.85,,10-09-2007,17.5426
11-09-2007,4497.05,,11-09-2007,17.5001
12-09-2007,4496.85,,12-09-2007,17.4947
13-09-2007,4528.95,,13-09-2007,17.6205
14-09-2007,4518,,14-09-2007,17.5755
17-09-2007,4494.65,,17-09-2007,17.4877
18-09-2007,4546.2,,18-09-2007,17.687
19-09-2007,4732.35,,19-09-2007,18.4183
20-09-2007,4747.55,,20-09-2007,18.4637
21-09-2007,4837.55,,21-09-2007,18.7669
24-09-2007,4932.2,,24-09-2007,19.147
25-09-2007,4938.85,,25-09-2007,19.1991
26-09-2007,4940.5,,26-09-2007,19.2193
27-09-2007,5000.55,,27-09-2007,19.4734
28-09-2007,5021.35,,28-09-2007,19.5488
01-10-2007,5068.95,,01-10-2007,18.6282
03-10-2007,5210.8,,03-10-2007,19.1628
04-10-2007,5208.65,,04-10-2007,19.1472
05-10-2007,5185.85,,05-10-2007,19.3449
08-10-2007,5085.1,,08-10-2007,18.9851
09-10-2007,5327.25,,09-10-2007,19.8802
10-10-2007,5441.45,,10-10-2007,20.2812
11-10-2007,5524.85,,11-10-2007,20.588
12-10-2007,5428.25,,12-10-2007,20.2294
